Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,is_first_party
Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown,False
.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown,False
Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,Black Ops Entertainment,False
SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,EA Canada,False
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.0,0.01,0.14,Kush Games,False
Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,Cavia Inc.,False
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,Giants Software,False
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,Microvision,False
Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,David A. Palmer Productions,False
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.14,Unknown,False
Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown,False
Jewel Quest Solitaire,DS,2009,Puzzle,GSP,0.0,0.13,0.0,0.02,0.14,Unknown,False
PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,NanaOn-Sha,True
OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0.0,0.01,0.14,Unknown,False
Okami,PS3,2012,Action,Capcom,0.0,0.0,0.14,0.0,0.14,Unknown,False
Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,Unknown,False
Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,Million,False
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,EA Tiburon,False
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,Io Interactive,False
Soukaigi,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,Unknown,False
PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,Ntreev Soft,False
Fast Food Panic,DS,2010,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,Dorasu,False
Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,Razorworks Studios,False
Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,Unknown,True
Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,Kojima Productions,False
Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,Page 44 Studios,True
Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,Unknown,False
Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,0.09,0.04,0.0,0.01,0.14,Torus Games,False
NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,Point of View,False
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.14,Epics,True
Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,Westwood Studios,False
Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,Bizarre Creations,False
Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0.0,0.02,0.14,Liquid Entertainment,False
Krull,2600,1982,Action,Atari,0.13,0.01,0.0,0.0,0.14,Unknown,False
The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.1,0.0,0.01,0.03,0.14,Unknown,False
Yu-Gi-Oh! Monster Capture GB,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown,False
Zapper: One Wicked Cricket!,GBA,2002,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,Unknown,False
Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0.0,0.02,0.14,Toys for Bob,False
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.01,0.0,0.01,0.14,Unknown,False
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,Double Helix Games,False
Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.11,0.03,0.0,0.01,0.14,Unknown,False
Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,Unknown,False
Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,Razorworks,False
Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,FrontLine Studios,False
Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,Namco,False
Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,Radical Entertainment,False
Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,2K Games,False
Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0.0,0.0,0.14,Eurocom Entertainment Software,False
Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.07,0.06,0.0,0.01,0.14,Behaviour Interactive,False
MX vs. ATV Reflex,DS,2009,Racing,THQ,0.13,0.0,0.0,0.01,0.14,Rainbow Studios,False
Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,GungHo,False
Cabela's Outdoor Adventures (2009),PS2,2009,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,Sand Grain Studios,False
Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,Ubisoft Quebec,False
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,Unknown,False
Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.13,0.0,0.0,0.01,0.14,h.a.n.d. Inc.,False
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,Firaxis Games,False
Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,Unknown,False
Our House Party!,Wii,-1,Simulation,Unknown,0.13,0.0,0.0,0.01,0.14,Unknown,False
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,Konami,False
Project V6,PS,1998,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,Unknown,False
Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,Studio 33,True
Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.14,Piranha Bytes,False
World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,SCEE London Studio,True
Akiba's Trip,PSP,2011,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,Unknown,False
Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,Atomic Planet Entertainment,False
Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0.0,0.01,0.14,Unknown,False
Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0.0,0.02,0.14,Capcom,False
Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,Unknown,False
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.07,0.0,0.01,0.14,Monkey Bar Games,False
ArmA II,PC,2009,Shooter,505 Games,0.0,0.12,0.0,0.02,0.14,Bohemia Interactive,False
WWE 2K17,PS3,2016,Sports,Take-Two Interactive,0.05,0.07,0.0,0.02,0.14,Yuke's,False
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,Eurocom Entertainment Software,False
¡Shin Chan Flipa en colores!,DS,2007,Platform,505 Games,0.0,0.0,0.14,0.0,0.14,Unknown,False
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,Colossal Order,False
Drawn to Life Collection,DS,2010,Misc,THQ,0.13,0.0,0.0,0.01,0.14,5TH Cell,False
Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,Flight-Plan,False
Gretzky NHL 06,PS2,2005,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,Page 44 Studios,True
Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,Seta Corporation,False
Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.14,Terminal Reality,False
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown,False
The Orange Box,PC,2007,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,Valve Software,False
Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,Yacht Club Games,False
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0.0,0.01,0.14,Konami,False
NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,989 Sports,True
The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown,True
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,Seven45 Studios,False
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,Namco,True
Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14,Unknown,False
Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0.0,0.0,0.14,Unknown,False
WCW Backstage Assault,N64,-1,Action,Unknown,0.11,0.03,0.0,0.0,0.14,Unknown,False
Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,Unknown,False
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,High Voltage Software,False
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,Unknown,False
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,Unknown,False
The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,Unknown,False
Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.02,0.0,0.01,0.14,TopWare Interactive,False
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,Unknown,False
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,BioWare,False
The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,Monolith Productions,False
Gallop & Ride!,Wii,2008,Sports,THQ,0.13,0.0,0.0,0.01,0.14,Unknown,False
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,Unknown,True
Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,Artificial Mind and Movement,False
Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.13,0.0,0.0,0.01,0.14,Powerhead Games,False
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown,False
Buck Fever,Wii,2009,Sports,Destineer,0.13,0.0,0.0,0.01,0.14,Destineer,False
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0.0,0.0,0.14,0.0,0.14,Unknown,False
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14,FUN Labs,False
NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14,Unknown,False
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,Appaloosa Interactive,True
Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14,Unknown,False
The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0.0,0.01,0.14,Unknown,False
Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,Unknown,False
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14,Unknown,False
Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,Avalanche Studios,False
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14,Eutechnyx,False
X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,Gaijin Entertainment,False
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,Vanillaware,False
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0.07,0.0,0.01,0.14,Deep Silver Dambuster Studios,False
Gyakuten Saiban 2,GBA,2002,Action,Capcom,0.0,0.0,0.14,0.0,0.14,Unknown,False
Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,"Pipeworks Software, Inc.",False
Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14,Atari,False
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,Omega Force,False
Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14,Unknown,False
Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14,Unknown,False
Desire,SAT,1997,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14,Unknown,False
Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,Virtuos,False
Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown,False
Virtua Tennis 4,Wii,2011,Sports,Sega,0.05,0.08,0.0,0.01,0.14,Sega,False
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,TOSE,False
Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown,False
Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown,False
Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,Starbreeze,False
Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14,Unknown,False
Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,Media Vision,False
Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown,False
7 Days to Die,PS4,2016,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,The Fun Pimps Entertainment LLC,False
Rayman Legends,PSV,2014,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,Ubisoft Montpellier,False
Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0.0,0.14,Capcom,False
NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14,Point of View,False
The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0.0,0.0,0.14,0.0,0.14,Unknown,False
Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.12,0.01,0.0,0.01,0.14,Neko Entertainment,False
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,Visual Concepts,False
Risen,PC,2009,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,0.14,Piranha Bytes,False
Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,Unknown,False
Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14,Avalanche Software,False
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0.0,0.01,0.14,PlatinumGames,False
The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,Digital Extremes,False
Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,Ensemble Studios,False
Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,Unknown,False
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown,False
Eragon,X360,2006,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,Stormfront Studios,False
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,Omega Force,False
Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,Capcom,False
Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.1,0.04,0.0,0.0,0.14,HotGen,False
Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,Unknown,False
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14,Unknown,False
Bejeweled 3,X360,-1,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14,PopCap,False
Space Venus starring Morning Musume,PS2,2001,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown,True
To Heart,PS,1999,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14,Unknown,False
Let's Cheer,X360,2011,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,Unknown,False
RockMan & Forte,SNES,1998,Platform,Capcom,0.0,0.0,0.14,0.0,0.14,Unknown,False
Doukyuusei,TG16,1995,Adventure,NEC,0.0,0.0,0.14,0.0,0.14,Unknown,False
Dead Island Definitive Collection,PS4,2016,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14,Techland,False
Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,Unknown,False
MySims Collection,Wii,2010,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14,Full Fat,False
Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,Astroll,False
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,Ubisoft Romania,False
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0.0,0.0,0.01,0.14,Unknown,False
Rayman Arena,GC,2002,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,Ubisoft,False
FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,Unknown,False
DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0.0,0.01,0.14,Unknown,False
How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0.0,0.01,0.14,Etranges Libellules,False
Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0.0,0.12,0.0,0.01,0.14,Unknown,False
4x4 EVO 2,GC,2002,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14,Terminal Reality,False
Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown,False
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,Visceral Games,False
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14,Unknown,True
Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14,Unknown,False
Shining Soul,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,Next Entertainment,False
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0.0,0.02,0.14,Starbreeze,False
Monster Lab,DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,Backbone Entertainment,False
In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,Unknown,False
Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.0,0.0,0.14,0.0,0.14,Unknown,False
Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14,Unknown,False
SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0.0,0.02,0.0,0.12,0.14,Unknown,False
Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0.0,0.01,0.14,Blue Castle Games,False
Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.13,0.0,0.0,0.01,0.14,Unknown,False
Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14,Unknown,True
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,DC Studios,False
Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,Farsight Studios,False
Robots,DS,2005,Action,Vivendi Games,0.12,0.0,0.0,0.01,0.14,Griptonite Games,False
Houshinengi,PS,1998,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14,Unknown,False
7th Dragon,DS,2009,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,Unknown,False
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14,Taito Corporation,False
Murdered: Soul Suspect,PS3,2014,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,Airtight Games,False
Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14,Legacy Interactive,False
LEGO Island Xtreme Stunts,GBA,2002,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14,Unknown,False
Shining Resonance,PS3,2014,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,Unknown,False
Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.14,Transmission Games,False
Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,0.14,Sensory Sweep,False
Create,X360,2010,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,EA Bright Light,False
World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown,False
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,EA Canada,False
Happy Feet,Wii,2006,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,Artificial Mind and Movement,False
Hot Wheels: World Race,GBA,2003,Racing,THQ,0.1,0.04,0.0,0.0,0.14,THQ,False
Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,Unknown,False
Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,Unknown,True
NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,Acclaim,False
World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,SCEE London Studio,True
NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0.0,0.0,0.01,0.14,Midway,False
Nicktoons: MLB,Wii,2011,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,High Voltage Software,False
NCIS,X360,2011,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,Ubisoft,False
Travel Games For Dummies,DS,2008,Misc,Electronic Arts,0.12,0.0,0.0,0.01,0.14,Electronic Arts,False
Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown,True
Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,0.04,0.05,0.02,0.02,0.14,Unknown,True
Apex,XB,2003,Racing,Atari,0.1,0.03,0.0,0.0,0.14,Milestone S.r.l,False
Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown,False
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0.0,0.0,0.13,0.0,0.14,Arc System Works,False
Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,Ubisoft Milan,False
Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,Wow Entertainment,True
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,"K2, Kurogane",False
Guilty Gear,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,Unknown,False
Rio,PS3,2011,Misc,THQ,0.04,0.07,0.0,0.02,0.14,Eurocom Entertainment Software,False
Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,Unknown,False
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,505 Games,0.12,0.0,0.0,0.01,0.14,Crave,False
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,Gaijin Games,False
Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown,False
NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown,False
Where the Wild Things Are,DS,2009,Platform,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,WayForward,False
Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,0.14,SNK Playmore,False
Call of Duty: Infinite Warfare,PC,2016,Shooter,Activision,0.04,0.08,0.0,0.01,0.14,Infinity Ward,False
